,line_urn,heat,heat_scaled
32524,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:1271,-1.4459525254870644,-0.5718246408980974
25485,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2:814,-1.4459268350239343,-0.571814481200877
7005,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:1020,-1.445893695955764,-0.5718013758357823
31019,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:1151,-1.4457053983388897,-0.5717269105851926
18362,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:379,-1.445433135217321,-0.5716192398567445
44226,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:855,-1.445433135217321,-0.5716192398567445
35052,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:985,-1.4452804180738705,-0.5715588454633094
35977,urn:cts:greekLit:tlg0006.tlg001.perseus-grc2:380,-1.4452517807307486,-0.5715475203761032
29403,urn:cts:greekLit:tlg0011.tlg001.perseus-grc2:809,-1.445195532033329,-0.5715252759450892
19375,urn:cts:greekLit:tlg0006.tlg019.perseus-grc2:109,-1.4451446986194985,-0.5715051730730398
31130,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:1258,-1.444800542339162,-0.571369071065576
20690,urn:cts:greekLit:tlg0011.tlg006.perseus-grc2:429,-1.444528104423686,-0.5712613312121312
3549,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:591,-1.4443069227401724,-0.5711738614408081
11001,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:495,-1.4439694074556642,-0.5710403857194689
20206,urn:cts:greekLit:tlg0006.tlg019.perseus-grc2:935,-1.4439639816656573,-0.5710382400055761
12994,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:164,-1.4438173649663781,-0.5709802581286215
9232,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:532,-1.4438105216378965,-0.5709775518268706
44574,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:1217,-1.4436831529581218,-0.5709271818815992
35152,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:1093,-1.4436378651467805,-0.570909272105171
12302,urn:cts:greekLit:tlg0085.tlg006.perseus-grc2:552,-1.443552490414687,-0.5708755093261996
24177,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:1246,-1.443552490414687,-0.5708755093261996
38139,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:695,-1.443552490414687,-0.5708755093261996
8870,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:187,-1.443552490414687,-0.5708755093261996
27748,urn:cts:greekLit:tlg0006.tlg005.perseus-grc2:595,-1.443552490414687,-0.5708755093261996
19520,urn:cts:greekLit:tlg0006.tlg019.perseus-grc2:258,-1.4432105516183995,-0.5707402842576377
19188,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:1270,-1.4430928958533462,-0.5706937554370746
14433,urn:cts:greekLit:tlg0085.tlg003.perseus-grc2:180,-1.4425451181970734,-0.5704771281577767
16796,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2:78,-1.4424906192894202,-0.5704555757086134
1375,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:1377,-1.442248775470979,-0.5703599347714484
3432,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:474,-1.4420935080224875,-0.5702985318198218
10987,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:481,-1.441721895956367,-0.5701515719905624
30580,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:698,-1.4412438611105007,-0.5699625256012405
4460,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:1466,-1.4412438611105007,-0.5699625256012405
10994,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:488,-1.4411551224963244,-0.5699274325222558
33347,urn:cts:greekLit:tlg0085.tlg004.perseus-grc2:342,-1.4411503943178485,-0.5699255626898017
6888,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:906,-1.4411503943178485,-0.5699255626898017
34004,urn:cts:greekLit:tlg0085.tlg004.perseus-grc2:996,-1.4411503943178485,-0.5699255626898017
38051,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:605,-1.4411503943178485,-0.5699255626898017
32302,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:1050,-1.4411503943178485,-0.5699255626898017
31428,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:214,-1.4411503943178485,-0.5699255626898017
27096,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:983,-1.4411503943178485,-0.5699255626898017
8925,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:236,-1.4411503943178485,-0.5699255626898017
11389,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:878,-1.4411503943178485,-0.5699255626898017
32291,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:1041,-1.4411503943178485,-0.5699255626898017
30979,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:1112,-1.4411503943178485,-0.5699255626898017
31204,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:1326,-1.4411503943178485,-0.5699255626898017
36342,urn:cts:greekLit:tlg0006.tlg004.perseus-grc2:16,-1.4411503943178485,-0.5699255626898017
11138,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:632,-1.4411503943178485,-0.5699255626898017
8731,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:47,-1.4411503943178485,-0.5699255626898017
2022,urn:cts:greekLit:tlg0085.tlg002.perseus-grc2:118,-1.4411503943178485,-0.5699255626898017
30847,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:976,-1.4407578939537085,-0.5697703422549529
23403,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:504,-1.4405431076046757,-0.5696854016191156
36151,urn:cts:greekLit:tlg0006.tlg001.perseus-grc2:554,-1.4402877738841802,-0.5695844258882683
26,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:27,-1.4400632817965835,-0.5694956469656469
10867,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:363,-1.4400293212441877,-0.5694822167317104
44173,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:802,-1.4398827615257248,-0.5694242573887147
34095,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:2,-1.439516328030805,-0.5692793455067877
26491,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:377,-1.4394549995207706,-0.5692550921840754
6911,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:929,-1.439278969850848,-0.5691854784858269
35533,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:1468,-1.4389098742054647,-0.5690395138146789
42975,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:1278,-1.4387802696805296,-0.5689882596693155
23215,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:315,-1.4382521957864935,-0.5687794245523237
4498,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:1508,-1.4381879789869254,-0.5687540290101427
25435,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2:765,-1.4373796313076062,-0.5684343552218959
4842,urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:221,-1.4370579029776178,-0.5683071226997214
33587,urn:cts:greekLit:tlg0085.tlg004.perseus-grc2:580,-1.4367626169357952,-0.5681903471957881
6507,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:513,-1.436135947322739,-0.5679425208528541
5433,urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:841,-1.4360897666347228,-0.5679242579743183
38696,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:1247,-1.4359810806214188,-0.5678812763829918
25793,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2:1112,-1.4355701764448465,-0.5677187778714083
33989,urn:cts:greekLit:tlg0085.tlg004.perseus-grc2:981,-1.4351842407441706,-0.5675661535358518
22311,urn:cts:greekLit:tlg0006.tlg002.perseus-grc2:564,-1.4351842407441706,-0.5675661535358518
12912,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:80,-1.4351842407441704,-0.5675661535358516
7883,urn:cts:greekLit:tlg0006.tlg003.perseus-grc2:612,-1.4349142205774175,-0.5674593698191202
8293,urn:cts:greekLit:tlg0006.tlg003.perseus-grc2:1035,-1.434725367743761,-0.567384684999332
30271,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:402,-1.4339268452642187,-0.5670688967406826
17790,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2:1079,-1.4332759903155081,-0.5668115059268329
3067,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:43,-1.4328684034608359,-0.5666503193023071
3581,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:623,-1.4328322828840017,-0.5666360348527743
44505,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:1152,-1.4327440887127583,-0.5666011570823001
34129,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:36,-1.4326977476855118,-0.566582830795097
16432,urn:cts:greekLit:tlg0006.tlg012.perseus-grc2:1070,-1.4326345549093353,-0.5665578402190529
11472,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:961,-1.432633316771537,-0.5665573505780104
18511,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:528,-1.432633316771537,-0.5665573505780104
3405,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:447,-1.4325834590441133,-0.5665376335564778
32148,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:907,-1.432583459044113,-0.5665376335564778
34209,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:116,-1.4320902406355183,-0.5663425825887538
11546,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:1034,-1.4317154644813082,-0.5661943714711543
25228,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2:556,-1.4317154644813082,-0.5661943714711543
27678,urn:cts:greekLit:tlg0006.tlg005.perseus-grc2:516,-1.431564369582632,-0.5661346186198993
35401,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:1340,-1.4313626685700815,-0.5660548527859336
34681,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:608,-1.4310849518480684,-0.565945025345518
42081,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:390,-1.4310075645031972,-0.5659144213042989
26660,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:541,-1.4303631682369977,-0.5656595846779087
3508,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:550,-1.4298791885144773,-0.5654681872937248
16298,urn:cts:greekLit:tlg0006.tlg012.perseus-grc2:938,-1.4293712971851558,-0.5652673336890004
116,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:117,-1.4290976619392288,-0.5651591203324197
34362,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:279,-1.4290912047770787,-0.5651565667462108
19913,urn:cts:greekLit:tlg0006.tlg019.perseus-grc2:651,-1.4287368464924137,-0.5650164301958704
27101,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:988,-1.428080661453019,-0.5647569315139285
30400,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:533,-1.428015751265558,-0.5647312617606127
31511,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:297,-1.428015751265558,-0.5647312617606127
21746,urn:cts:greekLit:tlg0006.tlg002.perseus-grc2:14,-1.427943079487611,-0.5647025225644111
26074,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2:1392,-1.427943079487611,-0.5647025225644111
32915,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:1658,-1.427943079487611,-0.5647025225644111
4649,urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:27,-1.4278600380188795,-0.56466968251109
8945,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:256,-1.4277461103628177,-0.564624628029793
25037,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2:369,-1.4274022673539846,-0.5644886499104663
40304,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:285,-1.4270174369632838,-0.5643364626871029
18926,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:1000,-1.4266874740163673,-0.5642059736563053
43729,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:340,-1.4264894015287033,-0.5641276427795069
6872,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:890,-1.4264018057000494,-0.5640930016330091
26421,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:308,-1.42561478972802,-0.5637817638035132
14765,urn:cts:greekLit:tlg0085.tlg003.perseus-grc2:511,-1.4256147897280198,-0.5637817638035132
40787,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:780,-1.4256147897280198,-0.5637817638035132
41472,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:1471,-1.4256147897280198,-0.5637817638035132
2770,urn:cts:greekLit:tlg0085.tlg002.perseus-grc2:889,-1.4256147897280198,-0.5637817638035132
3148,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:190,-1.4250490734132288,-0.563558042399903
39189,urn:cts:greekLit:tlg0085.tlg001.perseus-grc2:101,-1.4250274181986509,-0.563549478505113
41513,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:1512,-1.4247592603406312,-0.5634434312676254
38479,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:1030,-1.424592456506197,-0.563377466070951
17473,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2:750,-1.4244066944823677,-0.563304003560463
40030,urn:cts:greekLit:tlg0085.tlg001.perseus-grc2:1016,-1.4236927118435756,-0.5630216479098877
29513,urn:cts:greekLit:tlg0011.tlg001.perseus-grc2:925,-1.4234555453969229,-0.5629278567128742
25531,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2:859,-1.4233619727780142,-0.5628908519507798
30489,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:608,-1.4227468485644457,-0.5626475914174417
32314,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:1062,-1.422336740480594,-0.5624854077332306
38414,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:965,-1.4220686757578407,-0.5623793973275472
31575,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:361,-1.4204843442611144,-0.5617528485486556
41798,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:122,-1.4195801308271918,-0.5613952631417808
33961,urn:cts:greekLit:tlg0085.tlg004.perseus-grc2:956,-1.4187551843947679,-0.5610690251158663
32487,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:1234,-1.4182576711520978,-0.560872275688539
39319,urn:cts:greekLit:tlg0085.tlg001.perseus-grc2:224,-1.418178488296079,-0.5608409615842306
17046,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2:320,-1.4174852731116645,-0.5605668187497282
5025,urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:418,-1.4174846636447693,-0.5605665777264702
30708,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:833,-1.4170310460366282,-0.5603871875173809
5252,urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:654,-1.4170310460366282,-0.5603871875173809
37297,urn:cts:greekLit:tlg0006.tlg004.perseus-grc2:962,-1.4166994260700674,-0.5602560431921346
22180,urn:cts:greekLit:tlg0006.tlg002.perseus-grc2:435,-1.415776340727732,-0.559890994592616
3934,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:972,-1.415776340727732,-0.559890994592616
16520,urn:cts:greekLit:tlg0006.tlg012.perseus-grc2:1158,-1.415079462810275,-0.5596154032727936
18638,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:670,-1.4149566331829715,-0.5595668283671267
28798,urn:cts:greekLit:tlg0011.tlg001.perseus-grc2:196,-1.4146148112688588,-0.559431649521457
16492,urn:cts:greekLit:tlg0006.tlg012.perseus-grc2:1130,-1.4137592818814702,-0.5590933169855692
44213,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:842,-1.4127391696880842,-0.5586898975935929
17114,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2:388,-1.4124996180573621,-0.5585951631380698
28089,urn:cts:greekLit:tlg0006.tlg005.perseus-grc2:932,-1.4122634565531555,-0.5585017693613332
13217,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:386,-1.4122634565531553,-0.5585017693613332
10541,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:43,-1.4122634565531553,-0.5585017693613332
7263,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:1283,-1.4122634565531553,-0.5585017693613332
16016,urn:cts:greekLit:tlg0006.tlg012.perseus-grc2:660,-1.4119102116602769,-0.5583620731192652
41848,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:171,-1.4117088483256075,-0.5582824408253221
4499,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:1509,-1.411702695038203,-0.558280007411155
11465,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:954,-1.4113559183242521,-0.5581428691120536
35903,urn:cts:greekLit:tlg0006.tlg001.perseus-grc2:313,-1.4112563514401155,-0.55810349382361
4339,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:1359,-1.4111152153592896,-0.5580476793433186
22655,urn:cts:greekLit:tlg0006.tlg002.perseus-grc2:904,-1.410878593804919,-0.5579541036325177
30404,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:538,-1.4106608976780255,-0.5578680122793153
242,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:251,-1.4106227670956957,-0.5578529329415336
25622,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2:945,-1.4102103186469024,-0.5576898237232412
10304,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:1591,-1.4102103186469022,-0.557689823723241
17840,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2:1129,-1.410210318646902,-0.5576898237232409
10407,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:1695,-1.4101604609194784,-0.5576701067017086
14253,urn:cts:greekLit:tlg0085.tlg003.perseus-grc2:5,-1.4101604609194784,-0.5576701067017086
13047,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:218,-1.4101604609194784,-0.5576701067017086
26170,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:53,-1.4101604609194784,-0.5576701067017086
37250,urn:cts:greekLit:tlg0006.tlg004.perseus-grc2:915,-1.4101604609194784,-0.5576701067017086
41460,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:1458,-1.4101604609194784,-0.5576701067017086
639,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:645,-1.4101604609194784,-0.5576701067017086
11006,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:500,-1.4101604609194784,-0.5576701067017086
12027,urn:cts:greekLit:tlg0085.tlg006.perseus-grc2:275,-1.4101604609194784,-0.5576701067017086
31398,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:184,-1.4101604609194784,-0.5576701067017086
40570,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:556,-1.4101604609194784,-0.5576701067017086
8428,urn:cts:greekLit:tlg0006.tlg003.perseus-grc2:1168,-1.4101604609194784,-0.5576701067017086
38858,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:1404,-1.4101604609194784,-0.5576701067017086
23426,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:527,-1.4101604609194784,-0.5576701067017086
39882,urn:cts:greekLit:tlg0085.tlg001.perseus-grc2:795,-1.4101604609194784,-0.5576701067017086
27025,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:910,-1.4101604609194784,-0.5576701067017086
16062,urn:cts:greekLit:tlg0006.tlg012.perseus-grc2:704,-1.4101604609194784,-0.5576701067017086
26302,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:189,-1.4101604609194784,-0.5576701067017086
43029,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:1331,-1.4101604609194784,-0.5576701067017086
1339,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:1341,-1.4101604609194784,-0.5576701067017086
26484,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:370,-1.4101604609194784,-0.5576701067017086
26504,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:385,-1.4101604609194784,-0.5576701067017086
2766,urn:cts:greekLit:tlg0085.tlg002.perseus-grc2:884,-1.4101604609194784,-0.5576701067017086
8836,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:156,-1.4101604609194784,-0.5576701067017086
42459,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:767,-1.4101604609194784,-0.5576701067017086
40016,urn:cts:greekLit:tlg0085.tlg001.perseus-grc2:1002,-1.4101604609194784,-0.5576701067017086
35806,urn:cts:greekLit:tlg0006.tlg001.perseus-grc2:218,-1.4101604609194784,-0.5576701067017086
26745,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:626,-1.4101604609194784,-0.5576701067017086
13535,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:701,-1.4101604609194784,-0.5576701067017086
13571,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:737,-1.4101604609194784,-0.5576701067017086
3031,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:8,-1.4101604609194784,-0.5576701067017086
39760,urn:cts:greekLit:tlg0085.tlg001.perseus-grc2:666,-1.4101604609194784,-0.5576701067017086
9411,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:697,-1.4101604609194784,-0.5576701067017086
4725,urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:103,-1.4101604609194784,-0.5576701067017086
30994,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:1126,-1.4101604609194784,-0.5576701067017086
33298,urn:cts:greekLit:tlg0085.tlg004.perseus-grc2:293,-1.4101604609194784,-0.5576701067017086
30805,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:936,-1.4101604609194784,-0.5576701067017086
35923,urn:cts:greekLit:tlg0006.tlg001.perseus-grc2:333,-1.4101604609194784,-0.5576701067017086
2525,urn:cts:greekLit:tlg0085.tlg002.perseus-grc2:637,-1.4101604609194784,-0.5576701067017086
40702,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:688,-1.4101604609194784,-0.5576701067017086
11307,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:800,-1.4101604609194784,-0.5576701067017086
6127,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:132,-1.4101604609194784,-0.5576701067017086
43513,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:111,-1.4101604609194784,-0.5576701067017086
35635,urn:cts:greekLit:tlg0006.tlg001.perseus-grc2:55,-1.4101604609194784,-0.5576701067017086
33039,urn:cts:greekLit:tlg0085.tlg004.perseus-grc2:18,-1.4101604609194784,-0.5576701067017086
29633,urn:cts:greekLit:tlg0011.tlg001.perseus-grc2:1053,-1.4101604609194784,-0.5576701067017086
33338,urn:cts:greekLit:tlg0085.tlg004.perseus-grc2:333,-1.4101604609194784,-0.5576701067017086
23100,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:200,-1.4101604609194784,-0.5576701067017086
38721,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:1268,-1.4101604609194782,-0.5576701067017085
35641,urn:cts:greekLit:tlg0006.tlg001.perseus-grc2:61,-1.4101604609194782,-0.5576701067017085
40130,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:82,-1.4101604609194782,-0.5576701067017085
40852,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:846,-1.4101106031920547,-0.557650389680176
27565,urn:cts:greekLit:tlg0006.tlg005.perseus-grc2:403,-1.4101106031920547,-0.557650389680176
44249,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:880,-1.4101106031920547,-0.557650389680176
36912,urn:cts:greekLit:tlg0006.tlg004.perseus-grc2:583,-1.4101106031920545,-0.5576503896801759
9650,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:922,-1.4100824109206098,-0.5576392406035563
13171,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:341,-1.4100707868845348,-0.5576346436958867
9790,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:1063,-1.4099188670204386,-0.5575745645990969
14162,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:1310,-1.4095107410882899,-0.5574131647879146
30256,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:387,-1.4089441962348501,-0.5571891157256802
737,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:744,-1.408748140396961,-0.5571115823647153
33719,urn:cts:greekLit:tlg0085.tlg004.perseus-grc2:712,-1.4085516286399211,-0.5570338687033598
23267,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:367,-1.4083904819299162,-0.5569701407054096
28737,urn:cts:greekLit:tlg0011.tlg001.perseus-grc2:133,-1.4083231255660897,-0.5569435035732228
37898,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:485,-1.4083231255660897,-0.5569435035732228
12398,urn:cts:greekLit:tlg0085.tlg006.perseus-grc2:651,-1.407951358860958,-0.5567964825895371
18846,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:910,-1.4079320316181194,-0.5567888393277419
36622,urn:cts:greekLit:tlg0006.tlg004.perseus-grc2:294,-1.4077833538080848,-0.5567300423521607
985,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:1003,-1.4077064719579113,-0.5566996382167606
24430,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:1489,-1.4074664306917681,-0.5566047101272186
6049,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:51,-1.4073372504199815,-0.5565536237594274
37017,urn:cts:greekLit:tlg0006.tlg004.perseus-grc2:686,-1.4071299750539166,-0.556471653459796
26204,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:87,-1.4071299750539166,-0.556471653459796
40236,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:215,-1.4069615874727484,-0.5564050619455961
7404,urn:cts:greekLit:tlg0006.tlg003.perseus-grc2:126,-1.4063915563600848,-0.5561796341873855
19242,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:1329,-1.4062062646977815,-0.5561063576887519
24418,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:1479,-1.4061967038709184,-0.5561025767095764
32627,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:1371,-1.4056861805245573,-0.5559006822323669
37909,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:496,-1.4056861805245573,-0.5559006822323669
4273,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:1310,-1.4056861805245573,-0.5559006822323669
19121,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:1204,-1.4056861805245573,-0.5559006822323669
3328,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:372,-1.4056861805245573,-0.5559006822323669
27895,urn:cts:greekLit:tlg0006.tlg005.perseus-grc2:739,-1.4056861805245573,-0.5559006822323669
43217,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:1517,-1.4054023234730613,-0.555788426502198
18276,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:278,-1.4050228964082319,-0.5556383761089322
32015,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:779,-1.4050155017697983,-0.555635451783
38966,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:1503,-1.404995502525284,-0.5556275427675856
9964,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:1243,-1.404995502525284,-0.5556275427675856
14137,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:1286,-1.404696573366521,-0.555509326535828
40197,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:176,-1.4044354755882522,-0.5554060713177856
27034,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:919,-1.404107452225678,-0.5552763493260855
25084,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2:415,-1.4039684906715573,-0.5552213947965396
